Sample, clk, data, rst
68124281, 1, 1, 0
68124312, 0, 1, 0
68124339, 1, 1, 0
68124370, 0, 1, 0
68124397, 1, 1, 0
68124428, 0, 1, 0
68124455, 1, 1, 0
68124486, 0, 1, 0
68124513, 1, 1, 0
68124544, 0, 1, 0
68124572, 1, 1, 0
68124603, 0, 1, 0
68124630, 1, 1, 0
68124661, 0, 1, 0
68124695, 1, 1, 0
68124726, 0, 1, 0
68124772, 1, 1, 0
68124803, 0, 1, 0
68124830, 1, 1, 0
68124861, 0, 1, 0
68124888, 1, 1, 0
68124919, 0, 1, 0
68124946, 1, 1, 0
68124977, 0, 1, 0
68125005, 1, 1, 0
68125035, 0, 1, 0
68125063, 1, 1, 0
68125094, 0, 1, 0
68125121, 1, 1, 0
68125152, 0, 1, 0
68125179, 1, 1, 0
68125210, 0, 1, 0
68125244, 1, 1, 0
68125275, 0, 1, 0
68125322, 1, 1, 0
68125352, 0, 1, 0
68125380, 1, 1, 0
68125411, 0, 1, 0
68125438, 1, 1, 0
68125469, 0, 1, 0
68125496, 1, 1, 0
68125527, 0, 1, 0
68125554, 1, 1, 0
68125585, 0, 1, 0
68125612, 1, 1, 0
68125643, 0, 1, 0
68125671, 1, 1, 0
68125701, 0, 1, 0
68125729, 1, 1, 0
68125760, 0, 1, 0
68125794, 1, 1, 0
68125825, 0, 1, 0
68125871, 1, 1, 0
68125902, 0, 1, 0
68125929, 1, 1, 0
68125960, 0, 1, 0
68125987, 1, 1, 0
68126018, 0, 1, 0
68126045, 1, 1, 0
68126076, 0, 1, 0
68126104, 1, 1, 0
68126135, 0, 1, 0
68126162, 1, 1, 0
68126193, 0, 1, 0
68126220, 1, 1, 0
68126251, 0, 1, 0
68126278, 1, 1, 0
68126309, 0, 1, 0
68126343, 1, 1, 0
68126374, 0, 1, 0
68126421, 1, 1, 0
68126452, 0, 1, 0
68126479, 1, 1, 0
68126510, 0, 1, 0
68126537, 1, 1, 0
68126568, 0, 1, 0
68126595, 1, 1, 0
68126626, 0, 1, 0
68126654, 1, 1, 0
68126685, 0, 1, 0
68126712, 1, 1, 0
68126743, 0, 1, 0
68126770, 1, 1, 0
68126801, 0, 1, 0
68126828, 1, 1, 0
68126859, 0, 1, 0
68126894, 1, 1, 0
68126924, 0, 1, 0
68126971, 1, 1, 0
68127002, 0, 1, 0
68127029, 1, 1, 0
68127060, 0, 1, 0
68127087, 1, 1, 0
68127118, 0, 1, 0
68127145, 1, 1, 0
68127176, 0, 1, 0
68127203, 1, 1, 0
68127234, 0, 1, 0
68127262, 1, 1, 0
68127293, 0, 1, 0
68127320, 1, 1, 0
68127351, 0, 1, 0
68127378, 1, 1, 0
68127409, 0, 1, 0
68127443, 1, 1, 0
68127474, 0, 1, 0
68127521, 1, 1, 0
68127552, 0, 1, 0
68127579, 1, 1, 0
68127610, 0, 1, 0
68127637, 1, 1, 0
68127668, 0, 1, 0
68127695, 1, 1, 0
68127726, 0, 1, 0
68127754, 1, 1, 0
68127785, 0, 1, 0
68127812, 1, 1, 0
68127843, 0, 1, 0
68127870, 1, 1, 0
68127901, 0, 1, 0
68127928, 1, 1, 0
68127959, 0, 1, 0
68127993, 1, 1, 0
68128024, 0, 1, 0
68128071, 1, 1, 0
68128102, 0, 1, 0
68128129, 1, 1, 0
68128160, 0, 1, 0
68128187, 1, 1, 0
68128218, 0, 1, 0
68128245, 1, 1, 0
68128276, 0, 1, 0
68128303, 1, 1, 0
68128334, 0, 1, 0
68128362, 1, 1, 0
68128392, 0, 1, 0
68128420, 1, 1, 0
68128451, 0, 1, 0
68128478, 1, 1, 0
68128509, 0, 1, 0
68128543, 1, 1, 0
68128574, 0, 1, 0
68128620, 1, 1, 0
68128651, 0, 1, 0
68128678, 1, 1, 0
68128709, 0, 1, 0
68128736, 1, 1, 0
68128767, 0, 1, 0
68128795, 1, 1, 0
68128826, 0, 1, 0
68128853, 1, 1, 0
68128884, 0, 1, 0
68128911, 1, 1, 0
68128942, 0, 1, 0
68128969, 1, 1, 0
68129000, 0, 1, 0
68129027, 1, 1, 0
68129058, 0, 1, 0
68129093, 1, 1, 0
68129123, 0, 1, 0
68129170, 1, 1, 0
68129201, 0, 1, 0
68129228, 1, 1, 0
68129259, 0, 1, 0
68129287, 1, 1, 0
68129318, 0, 1, 0
68129345, 1, 1, 0
68129376, 0, 1, 0
68129403, 1, 1, 0
68129434, 0, 1, 0
68129461, 1, 1, 0
68129492, 0, 1, 0
68129519, 1, 1, 0
68129550, 0, 1, 0
68129577, 1, 1, 0
68129608, 0, 1, 0
68129642, 1, 1, 0
68129673, 0, 1, 0
68129720, 1, 1, 0
68129751, 0, 1, 0
68129778, 1, 1, 0
68129809, 0, 1, 0
68129836, 1, 1, 0
68129867, 0, 1, 0
68129894, 1, 1, 0
68129925, 0, 1, 0
68129952, 1, 1, 0
68129983, 0, 1, 0
68130010, 1, 1, 0
68130041, 0, 1, 0
68130069, 1, 1, 0
68130099, 0, 1, 0
68130127, 1, 1, 0
68130157, 0, 1, 0
68130192, 1, 1, 0
68130223, 0, 1, 0
68130269, 1, 1, 0
68130300, 0, 1, 0
68130327, 1, 1, 0
68130358, 0, 1, 0
68130386, 1, 1, 0
68130417, 0, 1, 0
68130444, 1, 1, 0
68130475, 0, 1, 0
68130502, 1, 1, 0
68130533, 0, 1, 0
68130560, 1, 1, 0
68130591, 0, 1, 0
68130618, 1, 1, 0
68130649, 0, 1, 0
68130676, 1, 1, 0
68130707, 0, 1, 0
68130742, 1, 1, 0
68130772, 0, 1, 0
68130819, 1, 1, 0
68130850, 0, 1, 0
68130877, 1, 1, 0
68130908, 0, 1, 0
68130935, 1, 1, 0
68130966, 0, 1, 0
68130994, 1, 1, 0
68131025, 0, 1, 0
68131052, 1, 1, 0
68131083, 0, 1, 0
68131110, 1, 1, 0
68131141, 0, 1, 0
68131168, 1, 1, 0
68131199, 0, 1, 0
68131226, 1, 1, 0
68131257, 0, 1, 0
68131292, 1, 1, 0
68131322, 0, 1, 0
68131369, 1, 1, 0
68131400, 0, 1, 0
68131427, 1, 1, 0
68131458, 0, 1, 0
68131485, 1, 1, 0
68131516, 0, 1, 0
68131544, 1, 1, 0
68131574, 0, 1, 0
68131602, 1, 1, 0
68131633, 0, 1, 0
68131660, 1, 1, 0
68131691, 0, 1, 0
68131718, 1, 1, 0
68131749, 0, 1, 0
68131776, 1, 1, 0
68131807, 0, 1, 0
68131841, 1, 1, 0
68131872, 0, 1, 0
68131919, 1, 1, 0
68131950, 0, 1, 0
68131977, 1, 1, 0
68132008, 0, 1, 0
68132035, 1, 1, 0
68132066, 0, 1, 0
68132093, 1, 1, 0
68132124, 0, 1, 0
68132151, 1, 1, 0
68132182, 0, 1, 0
68132209, 1, 1, 0
68132240, 0, 1, 0
68132267, 1, 1, 0
68132298, 0, 1, 0
68132326, 1, 1, 0
68132356, 0, 1, 0
68132391, 1, 1, 0
68132422, 0, 1, 0
68132468, 1, 1, 0
68132499, 0, 1, 0
68132526, 1, 1, 0
68132557, 0, 1, 0
68132585, 1, 1, 0
68132616, 0, 1, 0
68132643, 1, 1, 0
68132674, 0, 1, 0
68132701, 1, 1, 0
68132732, 0, 1, 0
68132759, 1, 1, 0
68132790, 0, 1, 0
68132817, 1, 1, 0
68132848, 0, 1, 0
68132876, 1, 1, 0
68132906, 0, 1, 0
68132941, 1, 1, 0
68132972, 0, 1, 0
68133018, 1, 1, 0
68133049, 0, 1, 0
68133076, 1, 1, 0
68133107, 0, 1, 0
68133135, 1, 1, 0
68133166, 0, 1, 0
68133193, 1, 1, 0
68133224, 0, 1, 0
68133251, 1, 1, 0
68133282, 0, 1, 0
68133309, 1, 1, 0
68133340, 0, 1, 0
68133367, 1, 1, 0
68133398, 0, 1, 0
68133425, 1, 1, 0
68133456, 0, 1, 0
68133491, 1, 1, 0
68133521, 0, 1, 0
68133568, 1, 1, 0
68133599, 0, 1, 0
68133626, 1, 1, 0
68133657, 0, 1, 0
68133684, 1, 1, 0
68133715, 0, 1, 0
68133742, 1, 1, 0
68133773, 0, 1, 0
68133800, 1, 1, 0
68133831, 0, 1, 0
68133859, 1, 1, 0
68133890, 0, 1, 0
68133917, 1, 1, 0
68133948, 0, 1, 0
68133975, 1, 1, 0
68134006, 0, 1, 0
68134040, 1, 1, 0
68134071, 0, 1, 0
68134118, 1, 1, 0
68134149, 0, 1, 0
68134176, 1, 1, 0
68134207, 0, 1, 0
68134234, 1, 1, 0
68134265, 0, 1, 0
68134292, 1, 1, 0
68134323, 0, 1, 0
68134350, 1, 1, 0
68134381, 0, 1, 0
68134408, 1, 1, 0
68134439, 0, 1, 0
68134467, 1, 1, 0
68134498, 0, 1, 0
68134525, 1, 1, 0
68134556, 0, 1, 0
68134590, 1, 1, 0
68134621, 0, 1, 0
68134667, 1, 1, 0
68134698, 0, 1, 0
68134725, 1, 1, 0
68134756, 0, 1, 0
68134783, 1, 1, 0
68134814, 0, 1, 0
68134842, 1, 1, 0
68134873, 0, 1, 0
68134900, 1, 1, 0
68134931, 0, 1, 0
68134958, 1, 1, 0
68134989, 0, 1, 0
68135016, 1, 1, 0
68135047, 0, 1, 0
68135074, 1, 1, 0
68135105, 0, 1, 0
68135140, 1, 1, 0
68135171, 0, 1, 0
68135217, 1, 1, 0
68135248, 0, 1, 0
68135275, 1, 1, 0
68135306, 0, 1, 0
68135333, 1, 1, 0
68135364, 0, 1, 0
68135392, 1, 1, 0
68135423, 0, 1, 0
68135450, 1, 1, 0
68135481, 0, 1, 0
68135508, 1, 1, 0
68135539, 0, 1, 0
68135566, 1, 1, 0
68135597, 0, 1, 0
68135624, 1, 1, 0
68135655, 0, 1, 0
68135690, 1, 1, 0
68135720, 0, 1, 0
68135767, 1, 1, 0
68135798, 0, 1, 0
68135825, 1, 1, 0
68135856, 0, 1, 0
68135883, 1, 1, 0
68135914, 0, 1, 0
68135941, 1, 1, 0
68135972, 0, 1, 0
68135999, 1, 1, 0
68136030, 0, 1, 0
68136057, 1, 1, 0
68136088, 0, 1, 0
68136116, 1, 1, 0
68136146, 0, 1, 0
68136174, 1, 1, 0
68136204, 0, 1, 0
68136239, 1, 1, 0
68136270, 0, 1, 0
68136316, 1, 1, 0
68136347, 0, 1, 0
68136374, 1, 1, 0
68136405, 0, 1, 0
68136432, 1, 1, 0
68136463, 0, 1, 0
68136490, 1, 1, 0
68136521, 0, 1, 0
68136548, 1, 1, 0
68136579, 0, 1, 0
68136607, 1, 1, 0
68136638, 0, 1, 0
68136665, 1, 1, 0
68136696, 0, 1, 0
68136723, 1, 1, 0
68136754, 0, 1, 0
68136788, 1, 1, 0
68136819, 0, 1, 0
68136866, 1, 1, 0
68136896, 0, 1, 0
68136924, 1, 1, 0
68136955, 0, 1, 0
68136982, 1, 1, 0
68137013, 0, 1, 0
68137040, 1, 1, 0
68137071, 0, 1, 0
68137098, 1, 1, 0
68137129, 0, 1, 0
68137157, 1, 1, 0
68137188, 0, 1, 0
68137215, 1, 1, 0
68137246, 0, 1, 0
68137273, 1, 1, 0
68137304, 0, 1, 0
68137338, 1, 1, 0
68137369, 0, 1, 0
68137416, 1, 1, 0
68137446, 0, 1, 0
68137474, 1, 1, 0
68137505, 0, 1, 0
68137532, 1, 1, 0
68137563, 0, 1, 0
68137590, 1, 1, 0
68137621, 0, 1, 0
68137648, 1, 1, 0
68137679, 0, 1, 0
68137706, 1, 1, 0
68137737, 0, 1, 0
68137764, 1, 1, 0
68137795, 0, 1, 0
68137822, 1, 1, 0
68137853, 0, 1, 0
68137888, 1, 1, 0
68137918, 0, 1, 0
68137965, 1, 1, 0
68137996, 0, 1, 0
68138023, 1, 1, 0
68138054, 0, 1, 0
68138081, 1, 1, 0
68138112, 0, 1, 0
68138139, 1, 1, 0
68138170, 0, 1, 0
68138198, 1, 1, 0
68138229, 0, 1, 0
68138256, 1, 1, 0
68138287, 0, 1, 0
68138314, 1, 1, 0
68138345, 0, 1, 0
68138372, 1, 1, 0
68138403, 0, 1, 0
68138437, 1, 1, 0
68138468, 0, 1, 0
68138514, 1, 1, 0
68138545, 0, 1, 0
68138573, 1, 1, 0
68138604, 0, 1, 0
68138631, 1, 1, 0
68138662, 0, 1, 0
68138689, 1, 1, 0
68138720, 0, 1, 0
68138747, 1, 1, 0
68138778, 0, 1, 0
68138805, 1, 1, 0
68138836, 0, 1, 0
68138863, 1, 1, 0
68138894, 0, 1, 0
68138921, 1, 1, 0
68138952, 0, 1, 0
68138987, 1, 1, 0
68139018, 0, 1, 0
68139064, 1, 1, 0
68139095, 0, 1, 0
68139122, 1, 1, 0
68139153, 0, 1, 0
68139180, 1, 1, 0
68139211, 0, 1, 0
68139239, 1, 1, 0
68139269, 0, 1, 0
68139297, 1, 1, 0
68139328, 0, 1, 0
68139355, 1, 1, 0
68139386, 0, 1, 0
68139413, 1, 1, 0
68139444, 0, 1, 0
68139471, 1, 1, 0
68139502, 0, 1, 0
68139536, 1, 1, 0
68139567, 0, 1, 0
68139614, 1, 1, 0
68139645, 0, 1, 0
68139672, 1, 1, 0
68139703, 0, 1, 0
68139730, 1, 1, 0
68139761, 0, 1, 0
68139788, 1, 1, 0
68139819, 0, 1, 0
68139846, 1, 1, 0
68139877, 0, 1, 0
68139905, 1, 1, 0
68139936, 0, 1, 0
68139963, 1, 1, 0
68139994, 0, 1, 0
68140021, 1, 1, 0
68140052, 0, 1, 0
68140086, 1, 1, 0
68140117, 0, 1, 0
68140164, 1, 1, 0
68140195, 0, 1, 0
68140222, 1, 1, 0
68140253, 0, 1, 0
68140280, 1, 1, 0
68140311, 0, 1, 0
68140338, 1, 1, 0
68140369, 0, 1, 0
68140396, 1, 1, 0
68140427, 0, 1, 0
68140454, 1, 1, 0
68140485, 0, 1, 0
68140512, 1, 1, 0
68140543, 0, 1, 0
68140570, 1, 1, 0
68140601, 0, 1, 0
68140636, 1, 1, 0
68140666, 0, 1, 0
68140713, 1, 1, 0
68140744, 0, 1, 0
68140771, 1, 1, 0
68140802, 0, 1, 0
68140829, 1, 1, 0
68140860, 0, 1, 0
68140887, 1, 1, 0
68140918, 0, 1, 0
68140945, 1, 1, 0
68140976, 0, 1, 0
68141004, 1, 1, 0
68141034, 0, 1, 0
68141062, 1, 1, 0
68141093, 0, 1, 0
68141120, 1, 1, 0
68141151, 0, 1, 0
68141185, 1, 1, 0
68141216, 0, 1, 0
68141263, 1, 1, 0
68141294, 0, 1, 0
68141321, 1, 1, 0
68141352, 0, 1, 0
68141379, 1, 1, 0
68141410, 0, 1, 0
68141437, 1, 1, 0
68141468, 0, 1, 0
68141495, 1, 1, 0
68141526, 0, 1, 0
68141553, 1, 1, 0
68141584, 0, 1, 0
68141611, 1, 1, 0
68141642, 0, 1, 0
68141669, 1, 1, 0
68141700, 0, 1, 0
68141735, 1, 1, 0
68141765, 0, 1, 0
68141812, 1, 1, 0
68141843, 0, 1, 0
68141870, 1, 1, 0
68141901, 0, 1, 0
68141928, 1, 1, 0
68141959, 0, 1, 0
68141987, 1, 1, 0
68142018, 0, 1, 0
68142045, 1, 1, 0
68142076, 0, 1, 0
68142103, 1, 1, 0
68142134, 0, 1, 0
68142161, 1, 1, 0
68142192, 0, 1, 0
68142219, 1, 1, 0
68142250, 0, 1, 0
68142284, 1, 1, 0
68142315, 0, 1, 0
68142362, 1, 1, 0
68142393, 0, 1, 0
68142420, 1, 1, 0
68142451, 0, 1, 0
68142478, 1, 1, 0
68142509, 0, 1, 0
68142536, 1, 1, 0
68142567, 0, 1, 0
68142594, 1, 1, 0
68142625, 0, 1, 0
68142652, 1, 1, 0
68142683, 0, 1, 0
68142710, 1, 1, 0
68142741, 0, 1, 0
68142769, 1, 1, 0
68142799, 0, 1, 0
68142834, 1, 1, 0
68142864, 0, 1, 0
68142911, 1, 1, 0
68142942, 0, 1, 0
68142969, 1, 1, 0
68143000, 0, 1, 0
68143027, 1, 1, 0
68143058, 0, 1, 0
68143085, 1, 1, 0
68143116, 0, 1, 0
68143143, 1, 1, 0
68143174, 0, 1, 0
68143202, 1, 1, 0
68143232, 0, 1, 0
68143260, 1, 1, 0
68143291, 0, 1, 0
68143318, 1, 1, 0
68143349, 0, 1, 0
68143383, 1, 1, 0
68143414, 0, 1, 0
68143461, 1, 1, 0
68143492, 0, 1, 0
68143519, 1, 1, 0
68143550, 0, 1, 0
68143577, 1, 1, 0
68143608, 0, 1, 0
68143635, 1, 1, 0
68143666, 0, 1, 0
68143693, 1, 1, 0
68143724, 0, 1, 0
68143751, 1, 1, 0
68143782, 0, 1, 0
68143810, 1, 1, 0
68143841, 0, 1, 0
68143868, 1, 1, 0
68143899, 0, 1, 0
68143933, 1, 1, 0
68143964, 0, 1, 0
68144011, 1, 1, 0
68144042, 0, 1, 0
68144069, 1, 1, 0
68144100, 0, 1, 0
68144127, 1, 1, 0
68144158, 0, 1, 0
68144185, 1, 1, 0
68144216, 0, 1, 0
68144243, 1, 1, 0
68144274, 0, 1, 0
68144301, 1, 1, 0
68144332, 0, 1, 0
68144360, 1, 1, 0
68144390, 0, 1, 0
68144418, 1, 1, 0
68144449, 0, 1, 0
68144483, 1, 1, 0
68144514, 0, 1, 0
68144560, 1, 1, 0
68144591, 0, 1, 0
68144618, 1, 1, 0
68144649, 0, 1, 0
68144677, 1, 1, 0
68144708, 0, 1, 0
68144735, 1, 1, 0
68144766, 0, 1, 0
68144793, 1, 1, 0
68144824, 0, 1, 0
68144851, 1, 1, 0
68144882, 0, 1, 0
68144910, 1, 1, 0
68144941, 0, 1, 0
68144968, 1, 1, 0
68144999, 0, 1, 0
68145033, 1, 1, 0
68145064, 0, 1, 0
68145111, 1, 1, 0
68145141, 0, 1, 0
68145169, 1, 1, 0
68145200, 0, 1, 0
68145227, 1, 1, 0
68145258, 0, 1, 0
68145285, 1, 1, 0
68145316, 0, 1, 0
68145343, 1, 1, 0
68145374, 0, 1, 0
68145401, 1, 1, 0
68145432, 0, 1, 0
68145460, 1, 1, 0
68145490, 0, 1, 0
68145518, 1, 1, 0
68145549, 0, 1, 0
68145583, 1, 1, 0
68145614, 0, 1, 0
68145660, 1, 1, 0
68145691, 0, 1, 0
68145719, 1, 1, 0
68145749, 0, 1, 0
68145777, 1, 1, 0
68145807, 0, 1, 0
68145835, 1, 1, 0
68145866, 0, 1, 0
68145893, 1, 1, 0
68145924, 0, 1, 0
68145951, 1, 1, 0
68145982, 0, 1, 0
68146009, 1, 1, 0
68146040, 0, 1, 0
68146067, 1, 1, 0
68146098, 0, 1, 0
68146132, 1, 1, 0
68146163, 0, 1, 0
68146210, 1, 1, 0
68146241, 0, 1, 0
68146268, 1, 1, 0
68146299, 0, 1, 0
68146326, 1, 1, 0
68146357, 0, 1, 0
68146385, 1, 1, 0
68146415, 0, 1, 0
68146443, 1, 1, 0
68146474, 0, 1, 0
68146501, 1, 1, 0
68146532, 0, 1, 0
68146559, 1, 1, 0
68146590, 0, 1, 0
68146617, 1, 1, 0
68146648, 0, 1, 0
68146682, 1, 1, 0
68146713, 0, 1, 0
68146759, 1, 1, 0
68146790, 0, 1, 0
68146817, 1, 1, 0
68146848, 0, 1, 0
68146876, 1, 1, 0
68146907, 0, 1, 0
68146934, 1, 1, 0
68146965, 0, 1, 0
68146992, 1, 1, 0
68147023, 0, 1, 0
68147050, 1, 1, 0
68147081, 0, 1, 0
68147108, 1, 1, 0
68147139, 0, 1, 0
68147166, 1, 1, 0
68147197, 0, 1, 0
68147232, 1, 1, 0
68147262, 0, 1, 0
68147309, 1, 1, 0
68147340, 0, 1, 0
68147367, 1, 1, 0
68147398, 0, 1, 0
68147425, 1, 1, 0
68147456, 0, 1, 0
68147483, 1, 1, 0
68147514, 0, 1, 0
68147541, 1, 1, 0
68147572, 0, 1, 0
68147599, 1, 1, 0
68147630, 0, 1, 0
68147658, 1, 1, 0
68147688, 0, 1, 0
68147716, 1, 1, 0
68147747, 0, 1, 0
68147781, 1, 1, 0
68147812, 0, 1, 0
68147859, 1, 1, 0
68147889, 0, 1, 0
68147917, 1, 1, 0
68147948, 0, 1, 0
68147975, 1, 1, 0
68148006, 0, 1, 0
68148033, 1, 1, 0
68148064, 0, 1, 0
68148091, 1, 1, 0
68148122, 0, 1, 0
68148149, 1, 1, 0
68148180, 0, 1, 0
68148207, 1, 1, 0
68148238, 0, 1, 0
68148266, 1, 1, 0
68148297, 0, 1, 0
68148331, 1, 1, 0
68148362, 0, 1, 0
68148408, 1, 1, 0
68148439, 0, 1, 0
68148467, 1, 1, 0
68148497, 0, 1, 0
68148525, 1, 1, 0
68148556, 0, 1, 0
68148583, 1, 1, 0
68148614, 0, 1, 0
68148641, 1, 1, 0
68148672, 0, 1, 0
68148699, 1, 1, 0
68148730, 0, 1, 0
68148757, 1, 1, 0
68148788, 0, 1, 0
68148815, 1, 1, 0
68148846, 0, 1, 0
68148881, 1, 1, 0
68148912, 0, 1, 0
68148958, 1, 1, 0
68148989, 0, 1, 0
68149016, 1, 1, 0
68149047, 0, 1, 0
68149075, 1, 1, 0
68149105, 0, 1, 0
68149133, 1, 1, 0
68149164, 0, 1, 0
68149191, 1, 1, 0
68149222, 0, 1, 0
68149249, 1, 1, 0
68149280, 0, 1, 0
68149307, 1, 1, 0
68149338, 0, 1, 0
68149365, 1, 1, 0
68149396, 0, 1, 0
68149431, 1, 1, 0
68149461, 0, 1, 0
68149508, 1, 1, 0
68149539, 0, 1, 0
68149566, 1, 1, 0
68149597, 0, 1, 0
68149625, 1, 1, 0
68149655, 0, 1, 0
68149683, 1, 1, 0
68149714, 0, 1, 0
68149741, 1, 1, 0
68149772, 0, 1, 0
68149799, 1, 1, 0
68149830, 0, 1, 0
68149857, 1, 1, 0
68149888, 0, 1, 0
68149916, 1, 1, 0
68149946, 0, 1, 0
68149981, 1, 1, 0
68150012, 0, 1, 0
68150058, 1, 1, 0
68150089, 0, 1, 0
68150116, 1, 1, 0
68150147, 0, 1, 0
68150174, 1, 1, 0
68150205, 0, 1, 0
68150233, 1, 1, 0
68150263, 0, 1, 0
68150291, 1, 1, 0
68150321, 0, 1, 0
68150349, 1, 1, 0
68150380, 0, 1, 0
68150407, 1, 1, 0
68150438, 0, 1, 0
68150465, 1, 1, 0
68150496, 0, 1, 0
68150530, 1, 1, 0
68150561, 0, 1, 0
68150608, 1, 1, 0
68150639, 0, 1, 0
68150666, 1, 1, 0
68150697, 0, 1, 0
68150724, 1, 1, 0
68150755, 0, 1, 0
68150782, 1, 1, 0
68150813, 0, 1, 0
68150840, 1, 1, 0
68150871, 0, 1, 0
68150899, 1, 1, 0
68150930, 0, 1, 0
68150957, 1, 1, 0
68150988, 0, 1, 0
68151015, 1, 1, 0
68151046, 0, 1, 0
68151080, 1, 1, 0
68151111, 0, 1, 0
68151158, 1, 1, 0
68151189, 0, 1, 0
68151216, 1, 1, 0
68151247, 0, 1, 0
68151274, 1, 1, 0
68151305, 0, 1, 0
68151332, 1, 1, 0
68151363, 0, 1, 0
68151390, 1, 1, 0
68151421, 0, 1, 0
68151448, 1, 1, 0
68151479, 0, 1, 0
68151506, 1, 1, 0
68151537, 0, 1, 0
68151564, 1, 1, 0
68151595, 0, 1, 0
68151630, 1, 1, 0
68151660, 0, 1, 0
68151707, 1, 1, 0
68151738, 0, 1, 0
68151765, 1, 1, 0
68151796, 0, 1, 0
68151823, 1, 1, 0
68151854, 0, 1, 0
68151881, 1, 1, 0
68151912, 0, 1, 0
68151940, 1, 1, 0
68151971, 0, 1, 0
68151998, 1, 1, 0
68152029, 0, 1, 0
68152056, 1, 1, 0
68152087, 0, 1, 0
68152114, 1, 1, 0
68152145, 0, 1, 0
68152180, 1, 1, 0
68152210, 0, 1, 0
68152257, 1, 1, 0
68152288, 0, 1, 0
68152315, 1, 1, 0
68152346, 0, 1, 0
68152373, 1, 1, 0
68152404, 0, 1, 0
68152432, 1, 1, 0
68152462, 0, 1, 0
68152490, 1, 1, 0
68152521, 0, 1, 0
68152548, 1, 1, 0
68152579, 0, 1, 0
68152606, 1, 1, 0
68152637, 0, 1, 0
68152664, 1, 1, 0
68152695, 0, 1, 0
68152730, 1, 1, 0
68152760, 0, 1, 0
68152807, 1, 1, 0
68152837, 0, 1, 0
68152865, 1, 1, 0
68152896, 0, 1, 0
68152923, 1, 1, 0
68152954, 0, 1, 0
68152981, 1, 1, 0
68153012, 0, 1, 0
68153039, 1, 1, 0
68153070, 0, 1, 0
68153097, 1, 1, 0
68153128, 0, 1, 0
68153155, 1, 1, 0
68153186, 0, 1, 0
68153213, 1, 1, 0
68153244, 0, 1, 0
68153279, 1, 1, 0
68153309, 0, 1, 0
68153356, 1, 1, 0
68153387, 0, 1, 0
68153414, 1, 1, 0
68153445, 0, 1, 0
68153472, 1, 1, 0
68153503, 0, 1, 0
68153530, 1, 1, 0
68153561, 0, 1, 0
68153589, 1, 1, 0
68153620, 0, 1, 0
68153647, 1, 1, 0
68153678, 0, 1, 0
68153705, 1, 1, 0
68153736, 0, 1, 0
68153763, 1, 1, 0
68153794, 0, 1, 0
68153829, 1, 1, 0
68153859, 0, 1, 0
68153906, 1, 1, 0
68153937, 0, 1, 0
68153964, 1, 1, 0
68153995, 0, 1, 0
68154022, 1, 1, 0
68154053, 0, 1, 0
68154080, 1, 1, 0
68154111, 0, 1, 0
68154139, 1, 1, 0
68154170, 0, 1, 0
68154197, 1, 1, 0
68154228, 0, 1, 0
68154255, 1, 1, 0
68154286, 0, 1, 0
68154313, 1, 1, 0
68154344, 0, 1, 0
68154379, 1, 1, 0
68154409, 0, 1, 0
68154456, 1, 1, 0
68154487, 0, 1, 0
68154514, 1, 1, 0
68154545, 0, 1, 0
68154572, 1, 1, 0
68154603, 0, 1, 0
68154630, 1, 1, 0
68154661, 0, 1, 0
68154688, 1, 1, 0
68154719, 0, 1, 0
68154746, 1, 1, 0
68154777, 0, 1, 0
68154804, 1, 1, 0
68154835, 0, 1, 0
68154862, 1, 1, 0
68154893, 0, 1, 0
68154928, 1, 1, 0
68154958, 0, 1, 0
68155005, 1, 1, 0
68155036, 0, 1, 0
68155063, 1, 1, 0
68155094, 0, 1, 0
68155121, 1, 1, 0
68155152, 0, 1, 0
68155179, 1, 1, 0
68155210, 0, 1, 0
68155238, 1, 1, 0
68155269, 0, 1, 0
68155296, 1, 1, 0
68155327, 0, 1, 0
68155354, 1, 1, 0
68155385, 0, 1, 0
68155412, 1, 1, 0
68155443, 0, 1, 0
68155478, 1, 1, 0
68155508, 0, 1, 0
68155555, 1, 1, 0
68155586, 0, 1, 0
68155613, 1, 1, 0
68155644, 0, 1, 0
68155671, 1, 1, 0
68155702, 0, 1, 0
68155729, 1, 1, 0
68155760, 0, 1, 0
68155788, 1, 1, 0
68155819, 0, 1, 0
68155846, 1, 1, 0
68155877, 0, 1, 0
68155904, 1, 1, 0
68155935, 0, 1, 0
68155962, 1, 1, 0
68155993, 0, 1, 0
68156027, 1, 1, 0
68156058, 0, 1, 0
68292676, 0, 1, 1
68292717, 0, 0, 1
68292741, 1, 0, 1
68292766, 0, 0, 1
68292799, 1, 0, 1
68292824, 0, 0, 1
68292833, 0, 1, 1
68292857, 1, 1, 1
68292882, 0, 1, 1
68292915, 1, 1, 1
68292940, 0, 1, 1
68292949, 0, 0, 1
68292973, 1, 0, 1
68292998, 0, 0, 1
68293031, 1, 0, 1
68293056, 0, 0, 1
68293088, 1, 0, 1
68293114, 0, 0, 1
68293123, 0, 1, 1
68293147, 1, 1, 1
68293172, 0, 1, 1
68293212, 0, 0, 1
68293236, 1, 0, 1
68293261, 0, 0, 1
68293294, 1, 0, 1
68293319, 0, 0, 1
68293351, 1, 0, 1
68293377, 0, 0, 1
68293409, 1, 0, 1
68293434, 0, 0, 1
68293467, 1, 0, 1
68293492, 0, 0, 1
68293525, 1, 0, 1
68293550, 0, 0, 1
